FID,Join_Count,TARGET_FID,objectid,statecode,statename,state_ut,distcode,distname,distarea,totalpopul,totalhh,totpopmale,totpopfema,st_areasha,st_lengths,pointid,grid_code
409,7267,409,638,33,Tamil Nadu,STATE,605,Vellore,6075,3936331,929281,1961688,1974643,6418772322,708772.601,3765245,32.85369873
410,3269,410,639,09,Uttar Pradesh,STATE,196,Chandauli,2541,1952756,296804,1017905,934851,3102603129,379183.841,1387604,86.95870209
411,3563,411,294,03,Punjab,STATE,044,Muktsar,2593,901896,174360,475622,426274,3546507243,387224.2229,278352,53.92509842
412,1869,412,295,03,Punjab,STATE,051,Rupnagar,1356,684627,135635,357485,327142,1871650249,340893.2076,221773,44.69440079
413,2781,413,296,03,Punjab,STATE,043,Firozpur,5305,2029074,385994,1071637,957437,2784820399,346111.4049,239909,59.37149811
414,4396,414,297,03,Punjab,STATE,#N/A,Fazilka,0,0,0,0,0,4386731908,477633.9242,266854,55.51499939
415,1202,415,450,16,Tripura,STATE,289,West Tripura,2993,1725739,410565,879428,846311,1128568790,195162.7742,1812363,34.11019897
416,1904,416,298,03,Punjab,STATE,054,Barnala,1482,595527,115798,317522,278005,1894407379,264056.631,284316,55.49330139
417,1500,417,299,03,Punjab,STATE,052,Sahibzada Ajit Singh Nagar,1094,994628,205411,529253,465375,1492757230,347398.9454,255629,71.59629822
418,100,418,366,27,Maharashtra,STATE,519,Mumbai,157,3085411,674339,1684608,1400803,98552636.28,61247.90628,3083710,53.79299927
419,5584,419,367,15,Mizoram,STATE,286,Lunglei,4536,161428,33058,82891,78537,5221026589,465232.4788,2046849,20.8484993
420,2163,420,368,15,Mizoram,STATE,282,Kolasib,1382,83955,17270,42918,41037,2042390759,271231.5128,1692467,22.70030022
421,3077,421,369,15,Mizoram,STATE,287,Lawngtlai,2557,117894,22984,60599,57295,2876126925,511566.0214,2224605,17.28759956
422,1916,422,370,15,Mizoram,STATE,288,Saiha,1399,56574,11144,28594,27980,1781479288,290542.4984,2278073,21.35230064
423,4297,423,371,15,Mizoram,STATE,284,Champhai,3185,125745,25520,63388,62357,4042920302,390977.9851,1826225,18.46139908
424,2754,424,451,16,Tripura,STATE,291,Dhalai,2400,378230,84509,194544,183686,2596220494,343921.8783,1772178,29.54070091
425,835,425,452,16,Tripura,STATE,#N/A,Unokoti,0,0,0,0,0,792551546.4,190480.6917,1729896,27.20219994
426,1738,426,453,16,Tripura,STATE,292,North Tripura,2036,693947,152355,352860,341087,1630476600,299065.1315,1690065,25.34830093
427,2054,427,454,16,Tripura,STATE,#N/A,Gomati,0,0,0,0,0,1928770790,318845.51,1926731,33.99219894
428,1856,428,455,16,Tripura,STATE,290,South Tripura,3057,876001,208127,447544,428457,1744106512,343269.1191,2036287,32.72309875
429,2521,429,456,17,Meghalaya,STATE,295,South Garo Hills,1887,142334,24527,73170,69164,2401274928,321704.3501,1388357,20.26129913
430,3176,430,457,17,Meghalaya,STATE,297,Ribhoi,2448,258840,46872,132531,126309,3040034904,447000.8579,1193169,47.05260086
431,3562,431,458,17,Meghalaya,STATE,298,East Khasi Hills,2748,825922,164046,410749,415173,3389929170,385717.137,1336350,34.35749817
432,4964,432,459,17,Meghalaya,STATE,296,West Khasi Hills,5247,383461,64906,193715,189746,4726814692,496767.6452,1280463,19.16830063
433,1730,433,460,17,Meghalaya,STATE,#N/A,South West Khasi Hills,0,0,0,0,0,1649576151,316577.4987,1407792,20.23159981
434,3723,434,461,17,Meghalaya,STATE,293,West Garo Hills,3677,643291,123352,324159,319132,3554731142,374756.1243,1230129,23.33659935
435,6598,435,640,09,Uttar Pradesh,STATE,166,Jhansi,5024,1998603,367779,1057436,941167,6291214974,1039938.286,1248601,57.33670044
436,5885,436,641,09,Uttar Pradesh,STATE,170,Banda,4408,1799410,319963,965876,833534,5609834342,709367.1687,1262694,71.97309875
437,8813,437,642,09,Uttar Pradesh,STATE,200,Sonbhadra,6905,1862559,333174,971344,891215,8332509037,572609.544,1577672,57.48529816
438,6486,438,643,09,Uttar Pradesh,STATE,167,Lalitpur,5039,1221592,222094,641011,580581,6143625330,459655.6757,1491656,48.98550034
439,4382,439,644,09,Uttar Pradesh,STATE,195,Ghazipur,3377,3620268,546664,1855075,1765193,4178335314,421657.5246,1268644,77.332901
440,5989,440,645,33,Tamil Nadu,STATE,631,Krishnagiri,5129,1879809,448053,960232,919577,5285175625,608700.7701,3791205,37.72740173
441,6864,441,646,33,Tamil Nadu,STATE,610,Erode,5760,2251744,658071,1129868,1121876,6028380940,601695.7175,3862994,25.18560028
442,5587,442,647,33,Tamil Nadu,STATE,632,Coimbatore,4732,3458045,958035,1729297,1728748,4897218566,514045.6804,3898487,21.72879982
443,2500,443,648,36,Telangana,STATE,T29,Warangal (R),0,718537,187525,360315,358222,2262046569,261896.7724,3215971,31.43840027
444,1743,444,372,15,Mizoram,STATE,285,Serchhip,1421,64937,12622,32851,32086,1634124155,274201.9888,1996521,13.42090034
445,4111,445,373,15,Mizoram,STATE,283,Aizawl,3576,400309,82524,199270,201039,3853192170,461022.2109,1722892,18.75900078
446,516,446,376,27,Maharashtra,STATE,518,Mumbai Suburban,446,9356962,2105604,5031323,4325639,475541676,115457.6661,3047606,65.04340363
447,12435,447,377,27,Maharashtra,STATE,505,Nagpur,9892,4653570,1041544,2384975,2268595,11470050071,634850.059,2531404,40.08150101
448,2076,448,378,30,Goa,STATE,585,North Goa,1736,818008,191766,416677,401331,1856382171,292924.5455,3542227,30.7322998
449,2341,449,379,30,Goa,STATE,586,South Goa,1966,640537,151845,322463,318074,2084646584,339471.8087,3571719,23.47999954
450,4035,450,380,35,Andaman & Nicobar Islands,UNION TERRITORY,639,North  & Middle Andaman,3736,105597,26199,54861,50736,3582827838,1665121.344,3726729,20.52510071
451,2851,451,381,35,Andaman & Nicobar Islands,UNION TERRITORY,640,South Andaman,2672,238142,59064,127283,110859,2521308761,1206604.24,3839651,22.15469933
452,1943,452,382,35,Andaman & Nicobar Islands,UNION TERRITORY,638,Nicobars,1841,36842,9288,20727,16115,1674713335,902199.7665,4005802,20.77179909
453,8063,453,466,21,Orissa,STATE,384,Anugul,6375,1273821,297050,655718,618103,7425561329,620634.4186,2545716,39.93799973
454,90,454,383,34,Pondicherry,UNION TERRITORY,637,Karaikal,157,200222,49705,97809,102413,83675912.67,65543.27751,3922388,21.70800018
455,467,455,384,34,Pondicherry,UNION TERRITORY,635,Puducherry,294,950289,231513,468258,482031,402637826.5,385359.5605,3855052,31.15340042
456,12,456,385,34,Pondicherry,UNION TERRITORY,636,Mahe,9,41816,7420,19143,22673,9324883.123,26339.0994,3876326,18.05279922
457,5903,457,386,14,Manipur,STATE,279,Ukhrul,4544,183998,35694,94718,89280,5638900085,408952.4706,1336663,31.28700066
458,554,458,387,14,Manipur,STATE,275,Bishnupur,496,237399,46580,118782,118617,526751714.4,181096.2164,1634588,22.13689995
459,6186,459,388,14,Manipur,STATE,274,Churachandpur,4570,274143,49089,138820,135323,5887943021,488742.3679,1639159,21.57279968
460,824,460,389,14,Manipur,STATE,276,Thoubal,514,422168,85965,210845,211323,779985738.9,288348.4097,1629988,22.11919975
461,690,461,390,14,Manipur,STATE,278,Imphal East,709,456113,92124,226094,230019,638282449.8,876291.8462,1535724,25.13139915
462,4585,462,391,14,Manipur,STATE,272,Senapati,3271,479148,83411,247323,231825,4371698484,1215027.249,1361373,30.86020088
463,647,463,392,14,Manipur,STATE,277,Imphal West,519,517992,111156,255054,262938,613844622.3,279700.6361,1535713,25.11630058
464,2794,464,393,13,Nagaland,STATE,261,Mon,1786,250260,41978,131753,118507,2723026163,359269.8536,895072,35.23590088
465,2856,465,394,13,Nagaland,STATE,267,Tuensang,2536,196596,36742,101933,94663,2811596023,343202.8213,1071044,33.94459915
466,2115,466,395,13,Nagaland,STATE,262,Mokokchung,1615,194622,42690,101092,93530,2033162111,341413.4251,970054,35.19419861
467,664,467,396,13,Nagaland,STATE,268,Longleng,562,50484,11985,26502,23982,639564230.6,215266.2008,953796,34.31629944
468,2422,468,397,13,Nagaland,STATE,266,Phek,2026,163418,36639,83743,79675,2337357791,336312.8722,1280849,32.65039825
469,1365,469,423,18,Assam,STATE,323,Nalbari,1052,771639,155248,396006,375633,1316656740,226947.3029,1034066,40.39559937
470,3257,470,424,18,Assam,STATE,301,Dhubri,2176,1949258,414674,997848,951410,3117717868,630657.9902,1084879,31.22710037
471,3371,471,425,18,Assam,STATE,311,Sivasagar,2668,1151050,248367,589216,561834,3254926544,355788.2232,830106,33.35229874
472,2374,472,426,18,Assam,STATE,317,Karimganj,1809,1228686,247714,625864,602822,2243827152,276709.5581,1580636,25.53280067
473,5137,473,427,18,Assam,STATE,309,Tinsukia,3790,1327929,268598,680231,647698,4980570483,468075.57,633855,27.01749992
474,10434,474,468,21,Orissa,STATE,398,Koraput,8807,1379647,337677,678809,700838,9491313938,796515.7286,3057484,32.1855011
475,1652,475,428,18,Assam,STATE,318,Hailakandi,1327,659296,143350,337890,321406,1566069789,277424.3753,1592417,26.08469963
476,6698,476,471,21,Orissa,STATE,397,Nabarangapur,5291,1220946,273423,604812,616134,6112597604,564895.7382,2891666,40.3742981
477,7252,477,472,21,Orissa,STATE,370,Bargarh,5837,1481255,370308,749161,732094,6694992044,597731.5811,2527366,39.65620041
478,2074,478,429,18,Assam,STATE,320,Chirang,1923,482162,97395,244860,237302,1990785578,248430.2426,933181,25.97599983
479,4887,479,430,18,Assam,STATE,316,Cachar,3786,1736617,379955,886284,850333,4630951374,463649.6537,1516269,26.33069992
480,2140,480,431,18,Assam,STATE,325,Darrang,1585,928500,187783,475273,453227,2056511865,331694.7748,1003270,35.40829849
481,3811,481,432,18,Assam,STATE,321,Kamrup,3105,1517542,311114,778461,739081,3655926964,479538.4446,1034071,38.76940155
482,4390,482,433,18,Assam,STATE,310,Dibrugarh,3381,1326335,276867,676434,649901,4255521463,457126.1963,712761,30.0685997
483,3055,483,434,18,Assam,STATE,303,Barpeta,2282,1693622,337929,867004,826618,2935772220,385946.4278,1005941,26.59219933
484,8188,484,494,21,Orissa,STATE,393,Balangir,6575,1648997,414749,830097,818900,7536454195,561865.6429,2693096,42.24010086
485,3467,485,435,18,Assam,STATE,308,Dhemaji,3237,686133,129869,351249,334884,3368903875,441089.7931,658817,28.5522995
486,6883,486,436,18,Assam,STATE,306,Sonitpur,5204,1924110,392919,983904,940206,6638163785,502290.7998,889993,31.34869957
487,2695,487,437,18,Assam,STATE,326,Udalguri,2012,831668,168717,421617,410051,2583470324,366096.9129,918643,32.53229904
488,7795,488,522,08,Rajasthan,STATE,103,Jhunjhunun,5928,2137045,384197,1095896,1041149,7605624106,558108.928,527448,60.80879974
489,50358,489,523,08,Rajasthan,STATE,114,Jaisalmer,38401,669919,117171,361708,308211,48729551747,1292279.437,619532,55.90449905
490,10117,490,524,08,Rajasthan,STATE,111,Sikar,7732,2677333,444816,1374990,1302343,9822843207,755961.9742,585633,63.67079926
491,13340,491,525,08,Rajasthan,STATE,100,Hanumangarh,9656,1774692,336192,931184,843508,13158732807,948343.1803,348485,50.78860092
492,23155,492,526,08,Rajasthan,STATE,112,Nagaur,17718,3307743,578809,1696325,1611418,22384609326,1006379.858,697799,69.41130066
493,36806,493,527,08,Rajasthan,STATE,115,Barmer,28387,2603751,451629,1369022,1234729,35187328899,1145148.022,1054296,60.65240097
494,14247,494,528,08,Rajasthan,STATE,099,Ganganagar,10978,1969168,387511,1043340,925828,14079787610,834802.3888,323728,49.48479843
